,date,favorite_count,followers_count,friends_count,full_text,retweet_count,retweeted,screen_name,tweet_id,user_id,user_mentions,length
356,2019-06-21 14:58:01,0,15,128,"Already 1 hour and food not delivered yet in BANGALORE @SwiggyCares @swiggy_in 
Also bad response from Customer care https://t.co/LFkO7Q09ZV",0,False,rohanprasad89,1142084263535190016,3001994173,"['SwiggyCares', 'swiggy_in']",140
357,2019-06-21 14:54:18,1,1,15,@SwiggyCares Ok. I would need a official email on this. My email registered with Swiggy is in ref no. This is a direction from bank.,0,False,DarshanVicky,1142083324246024192,1036128960,['SwiggyCares'],132
358,2019-06-21 14:53:20,0,5,47,"@swiggy_in @SwiggyCares

If you are super customer forget the fast delivery your order will deliver last and cool what the hell going here...",0,False,MamuniGhosh,1142083084830904320,2160246362,"['swiggy_in', 'SwiggyCares']",141
359,2019-06-21 14:52:28,0,47,169,"@SwiggyCares Such disgusting service, taking money without delivering food. It's become a fraudulent food delivery system.",0,False,priyanzel,1142082863954714624,4267668973,['SwiggyCares'],122
360,2019-06-21 14:51:43,0,1059,1661,@SwiggyCares I have already shared the details many times during last month... I do not have patience nor the time to share details again and again for your convenience,0,False,SandipThink,1142082675659988993,522872786,['SwiggyCares'],168
361,2019-06-21 14:48:39,0,101,253,@SwiggyCares Order is - #38595885838,0,False,abiskum4,1142081903635255297,865252790,['SwiggyCares'],36
363,2019-06-21 14:47:25,1,101,210,"@Squirrel_Soul @swiggy_in 🤟

Me running on Closing of the month 😬",0,False,parminderlamba1,1142081594137513984,788431146262601729,"['Squirrel_Soul', 'swiggy_in']",65
365,2019-06-21 14:46:46,1,13234,210,@imparixit @HashTagCricket @swiggy_in @faasos @imChinmoy18 Yo j baat vi sahi h,0,False,musical_sia,1142081430601605120,710374032722362368,"['imparixit', 'HashTagCricket', 'swiggy_in', 'faasos', 'imChinmoy18']",78
366,2019-06-21 14:46:44,0,26,246,"@SwiggyCares No one is looking into the DM.
Check it",0,False,jafarraza9,1142081420115865600,184429007,['SwiggyCares'],52
367,2019-06-21 14:46:43,0,173,401,"@SwiggyCares I'm vexed of ur same responce. Do u know what we  common people  do, we just ignore you, n blame ourselves for beleving you thanks.",0,False,deevan_MKD,1142081417813352450,140789106,['SwiggyCares'],144
368,2019-06-21 14:46:35,0,13234,210,@imparixit @HashTagCricket @swiggy_in @faasos Pakka aaugi tho milti hu 😊,0,False,musical_sia,1142081384833413121,710374032722362368,"['imparixit', 'HashTagCricket', 'swiggy_in', 'faasos']",72
369,2019-06-21 14:46:23,0,1059,1661,@SwiggyCares @shadysachin Don't expect good services from them... They contradict their own statements and customer has to suffer for their poor services.. better to look for alternatives,0,False,SandipThink,1142081332354437120,522872786,"['SwiggyCares', 'shadysachin']",187
370,2019-06-21 14:45:48,0,55789,796,@imparixit @muscial_sia @HashTagCricket @swiggy_in @faasos 😂 Ha .. wo to hai apna hi ghar hai,0,False,imChinmoy18,1142081186769985536,3270190651,"['imparixit', 'HashTagCricket', 'swiggy_in', 'faasos']",93
371,2019-06-21 14:45:28,0,4845,1091,@muscial_sia @HashTagCricket @swiggy_in @faasos Aap bolo. Mumbai kab aa rahe ho madam.,0,False,imparixit,1142081103689203713,1492052028,"['HashTagCricket', 'swiggy_in', 'faasos']",86
372,2019-06-21 14:44:50,0,4845,1091,@muscial_sia @HashTagCricket @swiggy_in @faasos Usko bulane ki kya zarurat hai. @imChinmoy18 ka apna ghar hai. Jab chahe aa jaye. 🤗,0,False,imparixit,1142080942128820224,1492052028,"['HashTagCricket', 'swiggy_in', 'faasos', 'imChinmoy18']",131
373,2019-06-21 14:44:23,0,1081,260,"@SwiggyCares Pawan , wo baat aisi hai ki ... I order once from swiggy but phir ...mujje urgently kahi jana pada so ... Order cancel kiya but aab ...u people have quoted penalty on me . Kya karu ! 😕😕😟 

Aab tum loggo ka loyal customer hu itna toh chalta haina !",0,False,Volatic_Vishrut,1142080832406020096,785147636592631808,['SwiggyCares'],260
374,2019-06-21 14:43:05,0,10,39,@SwiggyCares Why cold food were been served,0,False,rajeev_jani,1142080505203974150,833573464938274816,['SwiggyCares'],43
375,2019-06-21 14:42:51,2,15434,852,"@imparixit @swiggy_in @faasos I’m glad you liked it, Parikshit.",0,False,HashTagCricket,1142080446542385152,46632633,"['imparixit', 'swiggy_in', 'faasos']",63
376,2019-06-21 14:42:17,0,10,36,@swiggy_in @SwiggyCares I have been writing to you for resolution since almost a week by now but seems you no more care about your genuine customers. Refund for stale food is yet pending. @ConsumerReports @forum_consumer @TOIIndiaNews @inshorts https://t.co/FuMbouBytf,0,False,hina0003,1142080303252430855,45190882,"['swiggy_in', 'SwiggyCares']",268
377,2019-06-21 14:41:34,0,108,85,@SwiggyCares By the finaly @ZomatoIN  came to my rescue with the same order ... I hope u guys don t screw me up,0,False,nikubhurat,1142080123119648768,302428785,"['SwiggyCares', 'ZomatoIN']",111
379,2019-06-21 14:39:51,0,462,419,@swiggy_in @SwiggyCares absolute rubbish service. App says delivery in 20 minutes. Place the order. Delivery now in 45 minutes. Cancel the order. Pay Rs 200 cancellation charge. This is what dacoity is,0,False,KaranJoseph,1142079691748065280,75616634,"['swiggy_in', 'SwiggyCares']",201
380,2019-06-21 14:39:49,0,10,39,@SwiggyCares Need to off swiggy now,0,False,rajeev_jani,1142079681690161154,833573464938274816,['SwiggyCares'],35
381,2019-06-21 14:39:28,0,8,24,"@HeavenDeBruyne @SwiggyCares @swiggy_in Naah I'm cool bro, I just use Twitter as an easy way to get through to customer care. My experience is so less that instead of sending a Dm to Swiggy, I tweeted about it. So appreciate your gesture.",0,False,abhijeetdhillon,1142079593404223489,600235930,"['HeavenDeBruyne', 'SwiggyCares', 'swiggy_in']",238
382,2019-06-21 14:39:06,0,101,253,@swiggy_in @SwiggyCares Never use swiggy . Pathetic customer care and service. They promised &amp; never refunded small amount of178 Rs . @consumerforum_,0,False,abiskum4,1142079501720928256,865252790,"['swiggy_in', 'SwiggyCares']",153
383,2019-06-21 14:38:45,0,108,85,@SwiggyCares What dm will help ... I request that the let public know the issue resolving issue,0,False,nikubhurat,1142079411899887616,302428785,['SwiggyCares'],95
384,2019-06-21 14:38:18,0,13234,210,@imparixit @HashTagCricket @swiggy_in @faasos 🐅 chinmoy ko bulana tha,0,False,musical_sia,1142079299077341184,710374032722362368,"['imparixit', 'HashTagCricket', 'swiggy_in', 'faasos']",69
385,2019-06-21 14:38:05,0,4,89,@SwiggyCares I ordered food today &amp; what I got ws stale food. The food ws smelling bad &amp; it's not edible. When I contacted customer care they didn't resolved d issue. How can expect somebody to eat stale food? How can u expect Ur customer to pay for stale food? Id-44197733067,0,False,kushagra732,1142079245482676224,739003207,['SwiggyCares'],284
386,2019-06-21 14:37:40,0,26,246,"@SwiggyCares You guys spoiled my birthday..
No solution been provided by the customer support executive..",0,False,jafarraza9,1142079140616495104,184429007,['SwiggyCares'],105
387,2019-06-21 14:37:25,0,1,62,"@SwiggyCares https://t.co/Xl6cjuKP4L 
This was earlier listed on your app but later on it was removed.",0,False,Rohit92273563,1142079076733030400,955490592334659584,['SwiggyCares'],102
388,2019-06-21 14:37:12,1,653,2827,@Squirrel_Soul @swiggy_in Bcz तुम्हें monima से बात करनी थी इसलिए ऑर्डर का रहे हो 🤣 😂 🙏,0,False,rj_ravijangir,1142079022765084673,182803740,"['Squirrel_Soul', 'swiggy_in']",87
389,2019-06-21 14:35:49,0,1878,252,@swiggy_in You Pepole Are Just Useless Uninstalled Your App For Cancelation Before Time Order Placed You Guys Charged Money Just For 40Rs When I'm Ready To Pay That Also Your Call Center Always Say To Pay On Line Can't It Be Simple To Charge The Same For Next Order Cash On Delivery?,0,False,BobbySohailKha1,1142078674901950464,995446492495208448,['swiggy_in'],283
390,2019-06-21 14:35:41,0,154,40,@SwiggyCares Thank you. I really appreciate the response I received from here because the app’s chat support was like banging my head on the wall. Same standard replies,0,False,gayatri_171,1142078642891235332,148295446,['SwiggyCares'],168
391,2019-06-21 14:35:33,0,108,85,@swiggy_in  so after almost one and half hour u tell me the order is untraceable while the map shows u r delivery after picking up the order moved in the town fully not caring to deliver me and switching off the ph and when i request for reordering the same u were unable to do https://t.co/lhpALP3pNp,0,False,nikubhurat,1142078608455786499,302428785,['swiggy_in'],301
392,2019-06-21 14:35:17,0,221,421,"@SwiggyCares Kindly Check My DM, You Are Ignoring A Swiggy Super Member",0,False,SumanTater,1142078541950939142,1118198882956038144,['SwiggyCares'],71
393,2019-06-21 14:34:26,2,232,69,@Squirrel_Soul @swiggy_in Monima kahan hai 🕵️‍♀️,0,False,bhukkadatma,1142078327320133633,4310893813,"['Squirrel_Soul', 'swiggy_in']",48
394,2019-06-21 14:34:03,2,10,16,"Would you guys start your online food delivery service in azamgarh District (UP). Here some shoppers and Foody people's (like me😋) is waiting for your service. I assured you all earn profit in this area. 
#wemissyouswiggy
#swiggy @swiggy_in @SwiggyCares",0,False,anand_dy,1142078231136178176,697261707702349824,[],253
395,2019-06-21 14:33:55,0,55789,796,@imparixit @HashTagCricket @swiggy_in @faasos 😂😂😂😂,0,False,imChinmoy18,1142078198001176579,3270190651,"['imparixit', 'HashTagCricket', 'swiggy_in', 'faasos']",50
396,2019-06-21 14:33:40,0,10,39,@SwiggyCares Good food has been garbage,0,False,rajeev_jani,1142078133647974401,833573464938274816,['SwiggyCares'],39
399,2019-06-21 14:32:43,1,1,15,"@SwiggyCares Is this official id where financial details and disputes are to be sorted through. ,?",0,False,DarshanVicky,1142077893855420417,1036128960,['SwiggyCares'],98
401,2019-06-21 14:32:42,0,727,1621,@abhijeetdhillon @SwiggyCares @swiggy_in Lmao you are on a public platform if you want your dumb ass convo bein private try DMing Swiggy instead of tweeting it out loud to your might single digit followers. Here let me help you increase your followers by 14% by dropping a follow,0,False,HeavenDeBruyne,1142077891938869248,100529393,"['abhijeetdhillon', 'SwiggyCares', 'swiggy_in']",279
402,2019-06-21 14:32:25,0,4845,1091,@muscial_sia @HashTagCricket @swiggy_in @faasos Nahi nahi. Neighbor ne bhi help ki khatam karne me. 🤣,0,False,imparixit,1142077818299273216,1492052028,"['HashTagCricket', 'swiggy_in', 'faasos']",101
404,2019-06-21 14:31:46,0,0,20,@SEBI_India please intervene. @SwiggyCares is taking payment though Card but declaring failed transaction and promising refund in 4 to 7 days time. Please BLACK list @swiggy_in for illegal transaction practice to generate short term free cash flow at customer's expence.,0,False,Raj57123372,1142077654608166914,1131494475597922304,"['SEBI_India', 'SwiggyCares']",270
405,2019-06-21 14:31:22,0,507,556,"@SwiggyCares - do you have any value for customer service? I ordered food, just before my travel (keeping enough time for delivery) only to find someone calling and saying they can't deliver anymore due to a technical issue (prepaid &amp; confirmed order, FYI) Now stranded, no food.",0,False,gargvipul19,1142077555513556996,1382821224,['SwiggyCares'],283
406,2019-06-21 14:30:27,0,0,20,@SwiggyCares you are taking payment though Card but declaring failed transaction and promising refund in 4 to 7 days time. @RBI @FinMinIndia please BLACK list @swiggy_in for illegal transaction practice to generate short term free cash flow at customer's expence.,0,False,Raj57123372,1142077324814192640,1131494475597922304,['SwiggyCares'],263
407,2019-06-21 14:30:02,0,1,62,@swiggy_in why isn't Grill 9 in hyderabad not listed in your app. I am sick of getting late deliveries from @ZomatoIN . Please get it listed ASAP so that I can move away from Zomato.,0,False,Rohit92273563,1142077220166311936,955490592334659584,['swiggy_in'],182
408,2019-06-21 14:29:17,0,13234,210,@imparixit @HashTagCricket @swiggy_in @faasos Akele akele 🐈,0,False,musical_sia,1142077028721553408,710374032722362368,"['imparixit', 'HashTagCricket', 'swiggy_in', 'faasos']",59
409,2019-06-21 14:29:16,1,250,225,@doctirth @Squirrel_Soul @swiggy_in Bhai Abhi Bank Se Detailed Statement Mangaya Hai Dekhte Hai Ky Hota To...🤔🤔🤔 Agar Aaya To Sabko Ek Ek Coffee Bite 😂😂😂,0,False,AandhiMahatma,1142077027219996672,1074270092190375936,"['doctirth', 'Squirrel_Soul', 'swiggy_in']",153
410,2019-06-21 14:28:03,1,121,800,@AnkushGade12 @Squirrel_Soul @swiggy_in Refund mila bhai??,0,False,doctirth,1142076721124040704,2749623164,"['Squirrel_Soul', 'swiggy_in']",58
411,2019-06-21 14:27:56,0,8,24,"@HeavenDeBruyne @SwiggyCares @swiggy_in I'm dumb enough to believe the avg cost of 2 was rs 1. Now unless you have anything logical to say, I think you should get back to work and if you don't have any(high chances) maybe Swiggy can hire you for indulging in conversations that don't conern you",0,False,abhijeetdhillon,1142076690752917510,600235930,"['HeavenDeBruyne', 'SwiggyCares', 'swiggy_in']",294
412,2019-06-21 14:27:54,1,7795,454,@Its_SSRajput_ @swiggy_in 😂,0,False,Squirrel_Soul,1142076683085733888,901366538602561536,"['Its_SSRajput_', 'swiggy_in']",27
413,2019-06-21 14:27:42,0,50,658,"@SwiggyCares @swiggy_in my recent swiggy order came like this.
Not that I had problem with the packing, but this is free marketing for @Zomato @ZomatoIN https://t.co/3c8hacoDIG",0,False,akshara_k94,1142076631063752704,209484372,"['SwiggyCares', 'swiggy_in']",176
414,2019-06-21 14:27:25,1,250,225,@doctirth @Squirrel_Soul @swiggy_in Maar Lo Tarike Se 😂😂😂😂😂,0,False,AandhiMahatma,1142076561039872000,1074270092190375936,"['doctirth', 'Squirrel_Soul', 'swiggy_in']",59
415,2019-06-21 14:27:22,1,169,96,@Squirrel_Soul @swiggy_in 😂😂😂,0,False,Its_SSRajput_,1142076546372345867,748582149259923457,"['Squirrel_Soul', 'swiggy_in']",29
417,2019-06-21 14:27:13,0,4845,1091,@imChinmoy18 @HashTagCricket @swiggy_in @faasos Aap jaha ho waha Amazon jaise taise aata hai. 😂😂,0,False,imparixit,1142076509009506308,1492052028,"['imChinmoy18', 'HashTagCricket', 'swiggy_in', 'faasos']",96
418,2019-06-21 14:26:12,1,174,163,@Squirrel_Soul @swiggy_in 😂😂😂😂 ^kya naam tha uska?,0,False,smashbak,1142076254738247680,798962193979080705,"['Squirrel_Soul', 'swiggy_in']",50
419,2019-06-21 14:26:10,1,121,800,@AnkushGade12 @Squirrel_Soul @swiggy_in 🤣🤣🤣🤣,0,False,doctirth,1142076246416928769,2749623164,"['Squirrel_Soul', 'swiggy_in']",44
421,2019-06-21 14:25:50,2,723,105,"Believe Me, @swiggy_in is far better than @UberEats_IND

Swiggy @SwiggyCares do cares @UberEats fool us.",0,False,the_aishwary_,1142076162782351360,707937738515853312,"['swiggy_in', 'UberEats_IND', 'SwiggyCares', 'UberEats']",104
422,2019-06-21 14:25:48,1,53,246,@Squirrel_Soul @swiggy_in Ladki nai aaegi is baar,0,False,Ganjubabaac,1142076154196701185,125271845,"['Squirrel_Soul', 'swiggy_in']",49
423,2019-06-21 14:25:34,2,121,800,@Squirrel_Soul @swiggy_in @AnkushGade12 https://t.co/sSOd3iYSfx,0,False,doctirth,1142076096847974401,2749623164,"['Squirrel_Soul', 'swiggy_in']",63
424,2019-06-21 14:25:20,2,250,225,@doctirth @Squirrel_Soul @swiggy_in Nhi Bhai Log Aap Ki Wajah Se Swiggy Wale Sakhte Me Aa Gaye Koti Koti Naman Twitter Baba Ki Jai Ho 😂😂😂😂,0,False,AandhiMahatma,1142076036386938881,1074270092190375936,"['doctirth', 'Squirrel_Soul', 'swiggy_in']",138
425,2019-06-21 14:24:54,0,221,421,@SwiggyCares Still Waiting A Positive Response From Your Side,0,False,SumanTater,1142075926336790528,1118198882956038144,['SwiggyCares'],61
426,2019-06-21 14:24:09,0,7795,454,@Barkha_ke @swiggy_in Bhakk 😏,0,False,Squirrel_Soul,1142075737802866691,901366538602561536,['swiggy_in'],29
427,2019-06-21 14:24:07,1,121,800,@Squirrel_Soul @swiggy_in Swiggy ka kuch mat daalo @AnkushGade12 a jayega🤣🤣🤣,0,False,doctirth,1142075728676233217,2749623164,"['Squirrel_Soul', 'swiggy_in']",76
428,2019-06-21 14:23:35,0,55789,796,@imparixit @HashTagCricket @swiggy_in @faasos Sir @HashTagCricket mera kaha h?,0,False,imChinmoy18,1142075594118590464,3270190651,"['imparixit', 'HashTagCricket', 'swiggy_in', 'faasos', 'HashTagCricket']",78
429,2019-06-21 14:23:29,0,167,210,@swiggy_in I placed an order of a thali with an option of garlic rotis to choose. I was delivered with plain rotis. Kindly look into it.,0,False,Vaibhavdang009,1142075570651406336,272392677,['swiggy_in'],136
431,2019-06-21 14:22:17,22,7795,454,"Me Ordering food...😝

@swiggy_in : https://t.co/CB8G6BjcLg",4,False,Squirrel_Soul,1142075270305701889,901366538602561536,['swiggy_in'],58
432,2019-06-21 14:21:06,0,727,1621,@abhijeetdhillon @SwiggyCares @swiggy_in Talk about making a mountain of a molehill. How does expected cost ₹1 bug affect you in any way. Or are you dumb enough to believe that the avg cost of 2 at this restaurant was really rs 1,0,False,HeavenDeBruyne,1142074971843375105,100529393,"['abhijeetdhillon', 'SwiggyCares', 'swiggy_in']",229
433,2019-06-21 14:18:26,0,8,24,"@HeavenDeBruyne @SwiggyCares @swiggy_in Well in this case, the next time the Government of your country makes a mistake or does something wrong rather than pointing it out you should run for the elections. #PleaseBeLogical",0,False,abhijeetdhillon,1142074299454377985,600235930,"['HeavenDeBruyne', 'SwiggyCares', 'swiggy_in']",222
436,2019-06-21 14:15:39,0,426,213,"@SwiggyCares
I've found this on #OLX. What do you think? Swiggy hiring delivery boya https://t.co/uNGWWf8PnL",0,False,iiirdi,1142073601379590144,87385342,['SwiggyCares'],108
437,2019-06-21 14:14:58,0,190,257,@SwiggyCares Sure will do. From your end stop pressurising your partners with incentives for more deliveries. That's one way of solving the problem. Can you do so much?,0,False,followdcounsel,1142073428377137152,166470442,['SwiggyCares'],168
439,2019-06-21 14:12:49,0,27,364,@swiggy_in @SwiggyCares Swiggy sucks big time,0,False,imdheeerajj,1142072884812115968,2459091229,"['swiggy_in', 'SwiggyCares']",45
440,2019-06-21 14:11:33,0,727,1621,@abhijeetdhillon @SwiggyCares @swiggy_in It's a glitch calm down think if you can do better make your own app,0,False,HeavenDeBruyne,1142072566695284739,100529393,"['abhijeetdhillon', 'SwiggyCares', 'swiggy_in']",109
441,2019-06-21 14:10:32,1,73,135,"@swiggy_in it's ice cream guys!!!! Is it really being  ""prepared""!!! https://t.co/IYFB5gN48r",0,False,sachin_sekhar,1142072312969256961,198231437,['swiggy_in'],92
442,2019-06-21 14:10:28,0,0,8,"@SwiggyCares  i just had a very bad experience with an order. I ordered food, delivery partner assigned, then he trasfered to somebody else, then he reached, n half an hour later also food was not prepared. Hunger is not a joke guys. Really disappointed!",0,False,Srishti64639329,1142072293566271489,1136971224691560449,['SwiggyCares'],254
443,2019-06-21 14:07:07,0,221,421,"@SwiggyCares
Order Number: 44196572001
I Ordered: Paneer Delight Pizza*1 Cheese Garlic Bread*1 The Paneer Delight Pizza Was Entirely Burned &amp; There Were No Cheese &amp; There Was Hardly Paneer In It The Cheese Garlic Bread Was Extremely Spicy &amp; There Were Extremely Low Cheese In It https://t.co/OXPe3j7meT",0,False,SumanTater,1142071450779574272,1118198882956038144,['SwiggyCares'],314
444,2019-06-21 14:06:38,0,17,131,@SwiggyCares More than 12 days but haven't got mine refund till now???customer service pathetic,0,False,internaldenyso1,1142071332135288832,739189512547377153,['SwiggyCares'],95
445,2019-06-21 14:06:30,0,18,132,@SwiggyCares why should I pay amount of picked order for which your delivery excutive deinded to deliver.,0,False,i_ankittiwari,1142071296362078211,947706540126957569,['SwiggyCares'],105
446,2019-06-21 14:03:30,11,4845,1091,"Thanks a lot @HashTagCricket for this delicious surprise. 😋
Really, @swiggy_in can make anything possible. 
First experience of @faasos. 😀
#weekendfun https://t.co/EqDgbJgOSE",1,False,imparixit,1142070542532403205,1492052028,"['HashTagCricket', 'swiggy_in']",174
447,2019-06-21 14:03:01,0,43,116,@SwiggyCares :- shock to see that swiggy is cheating consumer by taking high price then hotel menu ! Swiggy price 120/- where as hotel Price 90/- !!!! https://t.co/b1VFJHG4Vs,0,False,nilesh_31,1142070418947186688,113642595,['SwiggyCares'],174
449,2019-06-21 13:58:10,0,10,39,@SwiggyCares Guests is waiting please help me,0,False,rajeev_jani,1142069197960183808,833573464938274816,['SwiggyCares'],45
450,2019-06-21 13:57:52,0,190,257,"@SwiggyCares @karthikmanay Like I said, the company's thought process might be very noble but please tell us what you are doing to ensure on ground compliance? I've seen your partners always in a big hurry always riding in opposite directions to ensure ""timely delivery"".",0,False,followdcounsel,1142069124480114688,166470442,"['SwiggyCares', 'karthikmanay']",271
451,2019-06-21 13:55:50,0,10,39,@SwiggyCares It's very disappointing,0,False,rajeev_jani,1142068612141740034,833573464938274816,['SwiggyCares'],36
453,2019-06-21 13:53:10,0,10,39,@SwiggyCares Please do asap,0,False,rajeev_jani,1142067940193210368,833573464938274816,['SwiggyCares'],27
454,2019-06-21 13:52:20,0,10,39,@SwiggyCares Can  I have that food again with aproppiate manner,0,False,rajeev_jani,1142067731287572481,833573464938274816,['SwiggyCares'],63
455,2019-06-21 13:50:59,0,15,97,"@SwiggyCares Hey, I believe the restaurant is CHEF'S NATION
Gera Park View,Shop No.6,Behind Ganga Constela,Near EON IT Park,, Kharadi, EON Free Zone, Kharadi, Pune, Maharashtra 411014
092264 82233
https://t.co/GRjQHKbHi6
Regards,
*Hitesh",0,False,iamhittu,1142067393797058561,767233569043341312,['SwiggyCares'],237
456,2019-06-21 13:49:44,0,18,152,"@swiggy_in I got my food delivered from Southy Kalkaji, in the packing which I consider is not generally from such good restaurant like southy, can u verify if that’s genuine https://t.co/oPJzLMjpkZ",0,False,pramanik_tanmay,1142067075889807360,1369245812,['swiggy_in'],198
457,2019-06-21 13:47:58,0,12,152,@swiggy_in Ads!! Always awesome!!,0,False,AnirChoudhury,1142066632698630144,1042438925497851904,['swiggy_in'],33
458,2019-06-21 13:47:42,1,1,15,"@SwiggyCares  Ref no 5725289
Please share your official email id where my bank can connect with you for the dispute of charges levied on my card. Support @swiggy is generic and cannot be used..please msg me the same",0,False,DarshanVicky,1142066566642585600,1036128960,['SwiggyCares'],215
459,2019-06-21 13:47:40,0,10,39,@SwiggyCares Please check https://t.co/cXBZA4O0fj,0,False,rajeev_jani,1142066559361306624,833573464938274816,['SwiggyCares'],49
460,2019-06-21 13:45:51,1,30,90,"Dear @swiggy_in please start your services in Doraha, Punjab",0,False,pratiksingh197,1142066100072435713,4538194637,['swiggy_in'],60
461,2019-06-21 13:42:18,0,49,131,@SwiggyCares Why is the same item priced higher in swiggy compared to zomato? Cheese Garlic Bread. https://t.co/CgKzFpmwBs,0,False,Umesh_Kadam,1142065205762859008,45299038,['SwiggyCares'],122
462,2019-06-21 13:41:13,0,40,123,@SwiggyCares The delivery boy clicked a selfie with me. Was it a part of promotion??,0,False,MalvikaMathur11,1142064934664069121,796443180346421248,['SwiggyCares'],84
463,2019-06-21 13:40:46,0,10,39,@SwiggyCares Not even eat able,0,False,rajeev_jani,1142064819425595392,833573464938274816,['SwiggyCares'],30
464,2019-06-21 13:40:34,0,10,39,@SwiggyCares It's was worst,0,False,rajeev_jani,1142064768666046464,833573464938274816,['SwiggyCares'],27
465,2019-06-21 13:40:11,0,20,111,@followdcounsel @BeautifulBluru @3rdEyeDude @SwiggyCares @BjTraffic Nobody cares 2 hoots....Few people must die ... Then we may see things change,0,False,karthikmanay,1142064674004860928,3238006560,"['followdcounsel', 'BeautifulBluru', '3rdEyeDude', 'SwiggyCares', 'BjTraffic']",145
466,2019-06-21 13:39:49,0,20,111,@BeautifulBluru @SwiggyCares @BjTraffic Nobody cares 2 hoots....Few people must die ... Then we may see things change,0,False,karthikmanay,1142064583902818305,3238006560,"['BeautifulBluru', 'SwiggyCares', 'BjTraffic']",117
467,2019-06-21 13:37:54,1,771,289,"@abhissshhekk @swiggy_in @SwiggyCares Hum refund nahi maangte na , hum refund policy puchh lete hain . 

Bata hi nhi paate",0,False,bachPunn,1142064098722471936,121623930,"['abhissshhekk', 'swiggy_in', 'SwiggyCares']",122
468,2019-06-21 13:36:58,0,35,232,"@SwiggyCares Hi I finally got refund, thanks",0,False,akashbs,1142063865376587776,100024779,['SwiggyCares'],44
469,2019-06-21 13:36:55,0,771,289,"@SwiggyCares Your customer care executive said and I quote ‘ swiggy collects food from restaurant on behalf of you and not responsible for quality as we only deliver’ 

Is that true?

Food deliver or courier service. Who r you @swiggy_in ?",0,False,bachPunn,1142063852596502528,121623930,['SwiggyCares'],239
470,2019-06-21 13:36:11,0,82,662,"@swiggy_in In kanpur, swiggy is best. I always order, get discounts, and on time deliveries. Zomato is a thief, they take whole order money if we cancel the order. Swiggy is much better with right prices.",0,False,jack1khan,1142063668395331584,914153838,['swiggy_in'],204
471,2019-06-21 13:35:20,0,3521,2841,@SwiggyCares Already tried these traditional methods of shorting out any problem but as usual all in vain.  Please escalate this matter to the concerned department.,0,False,Sandip_Tweets,1142063451805634568,609754981,['SwiggyCares'],164
472,2019-06-21 13:33:46,0,10,39,@SwiggyCares damages received https://t.co/XxCS0lHph6,0,False,rajeev_jani,1142063057440403456,833573464938274816,['SwiggyCares'],53
473,2019-06-21 13:30:57,3,15,97,": Which one should I trust?
Photo or Description 🤔🤔 @swiggy_in @SwiggyCares 
#Confused https://t.co/7ARphRFy6C",0,False,iamhittu,1142062350796640256,767233569043341312,"['swiggy_in', 'SwiggyCares']",110
474,2019-06-21 13:30:44,0,370,435,@SwiggyCares you people are pathetic .i have ordered on ju e 16th .u ppl ddnt dlvrd order n wen i complained u say it was by mistake .am texting u from 16th and everytime u say we will refund i.n 2-4 days ..why have u opened big company if cant solve such minor issue https://t.co/hpJA6AOPRI,0,False,kingslanding__,1142062297952604160,173752567,['SwiggyCares'],291
476,2019-06-21 13:26:43,0,3521,2841,@SwiggyCares logging out from the mobile app automatically everyday and it's frustrating to login again and again. I think there might be some serious bug in the app. Please fix it ASAP.,0,False,Sandip_Tweets,1142061283807596545,609754981,['SwiggyCares'],186
477,2019-06-21 13:26:42,0,39,78,@SwiggyCares Its delivered . I guess there was a problem with tracking . Thanks,0,False,rajanyadav,1142061278879289344,111250155,['SwiggyCares'],79
479,2019-06-21 13:23:47,4,107,501,"Saw this at a subway in Gurgaon. 
Good job @SUBWAY 

Others restaurant can follow this. #RestaurantManager

@Zomato @swiggy_in @UberEats https://t.co/b2kQDghpfO",0,False,anythinng,1142060547875192832,59093529,"['SUBWAY', 'Zomato']",160
480,2019-06-21 13:21:50,0,132,434,"@SwiggyCares Hey Swiggy, what's your fave food?",0,False,Raam2810,1142060054692028417,2435834130,['SwiggyCares'],47
481,2019-06-21 13:21:41,1,40,123,@SwiggyCares Came as a pleasant surprise yesterday :),0,False,MalvikaMathur11,1142060020491665408,796443180346421248,['SwiggyCares'],53
482,2019-06-21 13:18:25,1,21,52,"Order id: 44120592100 , भोजन इंसानों के खाने के लिए आर्डर किया था, जानवरों के लिए नहीं, Taste of Nawab (Serve Halal), Located in Saharanpur U.P, रोटी भी 4 के बजाए 3 भेजी। @SwiggyCares @swiggy_in https://t.co/Xo5jnD1ERH",0,False,iamsabihrana,1142059198114435073,2855345100,[],218
483,2019-06-21 13:16:04,0,99,365,@SwiggyCares Your apology !!! Seriously no rational to why it happened and what about customer experience ????,0,False,anshuman_dce,1142058604884717569,164971225,['SwiggyCares'],110
485,2019-06-21 13:12:51,1,6,99,"@SwiggyCares  how can you charge one Sandwich RS 72
Show two plate https://t.co/K1Mvy5t91t",0,False,Bipinvaniya111,1142057795094745088,984479568907169792,['SwiggyCares'],90
486,2019-06-21 13:12:29,0,35,232,"@swiggy_in @SwiggyCares received completely damaged order, the customer support executive refuses to refund, what kind of sham are you guys running",0,False,akashbs,1142057701154775040,100024779,"['swiggy_in', 'SwiggyCares']",147
