,date,favorite_count,followers_count,friends_count,full_text,retweet_count,retweeted,screen_name,tweet_id,user_id,user_mentions,length
322,2019-06-21 15:17:43,0,66,41,I was levied 270 RS cancellation charge even when restaurant didn't start pizza preparation at all @zomatocare @Zomato @ZomatoIN,0,False,PraveshJn,1142089218941960192,2594380556,"['zomatocare', 'Zomato', 'ZomatoIN']",128
323,2019-06-21 15:16:42,0,31,83,"@zomatocare Waiting for update. When one order can deliver at same time, why the other order can not?? And what do these guys do with food, they do not deliver to customers.",0,False,Sandeepj_knee2,1142088962275549186,147143893,['zomatocare'],173
324,2019-06-21 15:16:14,0,24,60,@zomatocare @zomatocare Revert ?,0,False,shivam_bali,1142088846336643073,318313599,"['zomatocare', 'zomatocare']",32
325,2019-06-21 15:14:29,0,22,117,@zomatocare https://t.co/iwtuWcccMq,0,False,v_ksinha,1142088404554805249,1528614344,['zomatocare'],35
326,2019-06-21 15:14:16,0,11,17,@Zomato @ZomatoIN @zomatocare  do you guy's care reply or bring solution? I am a regular customer don't know what you would do for others? Order number: 1929828377,0,False,Akash19sharma,1142088352973430784,798918936385372165,"['Zomato', 'ZomatoIN', 'zomatocare']",163
327,2019-06-21 15:13:38,0,2,48,@zomatocare @ZomatoIN Below are all the details of the order https://t.co/7tYWU3uE3C,0,False,vedanth_innani,1142088190339063808,1092791127722393600,"['zomatocare', 'ZomatoIN']",84
329,2019-06-21 15:10:49,0,28,99,"@zomatocare Order id 1133353847 
Transaction was made on 27th may. Haven't recieved my amount yet. Every time these people tell me that they have made it on their end n it will reflect in my account within 5-7 days. It's been 25 days u fraud people, how long do i need to wait now",0,False,KocharAastha,1142087483338850305,1018034736877404161,['zomatocare'],280
330,2019-06-21 15:10:24,2,129,327,"#1 Dear @Zomato @zomatocare @ZomatoIN please learn some politeness and authenticity from your competitor @swiggy_in @SwiggyCares. I have ordered food Today and by mistake kept my work location instead of Home address, and even though delivery person left to deliver the order...",2,False,1dipk,1142087375805222912,3166352679,"['Zomato', 'zomatocare', 'ZomatoIN', 'swiggy_in']",278
331,2019-06-21 15:10:19,0,26,79,"@zomatocare Can u please forward me the delivery executive number 
order id-1651025344",0,False,choori_chikka,1142087358428266497,942249118679756800,['zomatocare'],86
332,2019-06-21 15:09:32,0,22,117,"@zomatocare @ZomatoIN @Zomato @dominos_india Earlier today I had placed an order on zomato, which was supposed to be delivered at 4.31 pm and i have not got that  and has been marked as delivered. What pathetic service is this? https://t.co/yaR7ZQWyBH",0,False,v_ksinha,1142087160410939392,1528614344,"['zomatocare', 'ZomatoIN', 'Zomato', 'dominos_india']",251
333,2019-06-21 15:08:20,0,60,874,@zomatocare 1171727550,0,False,BMaankumpawat,1142086859499196418,769185300,['zomatocare'],22
334,2019-06-21 15:07:18,0,28,99,"@zomatocare Order id 1133353847 
Still not resolved the issue even after 25 days of transaction. Fraud zomato. These people are telling me to wait for 5-7 business days to get my money. Order cancelled by them, still I haven't got the money. Cheaters. Will never ever order again",0,False,KocharAastha,1142086598445506565,1018034736877404161,['zomatocare'],279
335,2019-06-21 15:06:16,1,12029,42,@jacob_robin22 @Zomato @ZomatoIN Hi Robin! We have already refunded the amount in your source account and it will reflect in next 4-5 working days. If still not received we request you to please contact your bank for further assistance.,0,False,zomatocare,1142086338977525761,988362975617601536,"['jacob_robin22', 'Zomato', 'ZomatoIN']",236
336,2019-06-21 15:06:10,0,18,1,"@zomatocare I am so much metally harrash by your customer care,",0,False,vinesh_0007,1142086313186754560,146136796,['zomatocare'],63
337,2019-06-21 15:06:05,0,22,117,"@zomatocare @dominos_india Earlier today I had placed an order on zomato, which was supposed to be delivered at 4.31 pm and i have not got that  and has been marked as delivered. What pathetic service is this?",0,False,v_ksinha,1142086293297307648,1528614344,"['zomatocare', 'dominos_india']",209
338,2019-06-21 15:05:56,0,28,99,"@ZomatoIN @Zomato Order id 1133353847 
Still not resolved the issue even after 25 days of transaction. Fraud zomato. These people are tellinh me to wait for 5-7 business days to get my money. Order cancelled by them, still I haven't got the money. Cheaters. Will never ever order with them again",0,False,KocharAastha,1142086251887022080,1018034736877404161,"['ZomatoIN', 'Zomato']",295
339,2019-06-21 15:05:15,0,18,1,@zomatocare Order id 2130257600,0,False,vinesh_0007,1142086083028475904,146136796,['zomatocare'],31
340,2019-06-21 15:05:08,0,28,99,"@ZomatoIN @Zomato Order id 1133353847 
Still not resolved the issue even after 25 days of transaction. Fraud zomato. These people are tellinh me to wait for 5-7 business days to get my money. Order cancelled by them, still I haven't got the money. Cheaters. Will never ever order with them",0,False,KocharAastha,1142086053437722624,1018034736877404161,"['ZomatoIN', 'Zomato']",289
341,2019-06-21 15:03:35,0,99,103,"@ZomatoIN @Zomato I got a wrong order twenty days ago 
Ur cc ppl told u LL give my money back 5 days 
Can u tell me what happened",0,False,sairampokkunuri,1142085662528561152,4746243553,"['ZomatoIN', 'Zomato']",129
342,2019-06-21 15:03:18,1,57,139,"Hey, almost 10 days and still i haven't received the refund that i was supposed in 5-6 working days to my OMP, all I've received is 105rs zomato credit, which  i don't know what for? @Zomato @zomatocare @ZomatoIN",0,False,jacob_robin22,1142085590642507776,4821542866,[],212
343,2019-06-21 15:02:42,0,18,1,"@zomatocare Zomato delete my history, you can trace my order with my mobile no. 8447852844",0,False,vinesh_0007,1142085439790014464,146136796,['zomatocare'],90
344,2019-06-21 14:57:01,0,66,41,"@ZomatoIN @zomatocare @Zomato not sending 2 pizza under Buy 1 get 1 free and then not cancelling the order too. Highly frustrating Chat support, said can't cancel. Order#1554728026",0,False,PraveshJn,1142084008479744000,2594380556,"['ZomatoIN', 'zomatocare', 'Zomato']",180
345,2019-06-21 14:55:40,0,629,1634,@zomatocare Someone stupid think that they can take over my @Zomato account by attempting to 'login' which causes OTP generation. Got those a million times already. Can't you block list the IP?,0,False,swaroop,1142083668938129408,5858802,"['zomatocare', 'Zomato']",193
346,2019-06-21 14:55:10,0,48,94,@zomatocare The order Id is 1589766968,0,False,sonusahu3183,1142083542509166592,220796891,['zomatocare'],38
347,2019-06-21 14:54:18,0,26,79,"@zomatocare Why restaurants in my area have gone offline whereas the same restaurants in swiggy are online. This happens frequently. All of them or some of them go offline during working hours. Please fix the glitch. 
Area- Surathkal,Mangalore",0,False,choori_chikka,1142083326708076544,942249118679756800,['zomatocare'],243
348,2019-06-21 14:53:34,0,60,874,@zomatocare @ZomatoIN waiting for 25% credits.. https://t.co/evNCWe7lER,0,False,BMaankumpawat,1142083143366828032,769185300,"['zomatocare', 'ZomatoIN']",71
349,2019-06-21 14:51:26,0,35,149,"@zomatocare thanks for the 
Quick support",0,False,reaperelite_,1142082604906119168,892312514096017408,['zomatocare'],41
350,2019-06-21 14:50:23,0,6,61,@zomatocare https://t.co/4dAiXq422Q,0,False,vicky_jaiswal4,1142082339901542400,3725616552,['zomatocare'],35
351,2019-06-21 14:50:12,0,121,555,@zomatocare This problem with all the users. Check the error in attached snapshot ‘currently disabled due to technical problem’,0,False,tvtarun,1142082294598914048,171006898,['zomatocare'],127
352,2019-06-21 14:50:10,0,35,149,"@zomatocare It's ok!! your customer care
 resolved This issue 

Say thanks to my agent",0,False,reaperelite_,1142082286348693504,892312514096017408,['zomatocare'],86
353,2019-06-21 14:49:37,0,48,73,@Zomato @zomatocare @ZomatoIN I am not getting the option to predict though it is available till 8:30 PM.  Send screenshot via mail.,0,False,the_mants,1142082148754550784,1067357972,"['Zomato', 'zomatocare', 'ZomatoIN']",132
355,2019-06-21 14:49:24,1,6,61,@ZomatoIN this is ridiculous Chicken is stale refund my money. Contact me on 7518102030 https://t.co/TosI8Xi0OF,1,False,vicky_jaiswal4,1142082092508971009,3725616552,['ZomatoIN'],111
356,2019-06-21 14:48:21,0,0,54,"@zomatocare 1129380911 this particular Oder they made me wait more than 30min and then cancelled.

1346206031 This was not delivered, tried reaching delivery  guy but couldn’t. Waiting almost an hour no one responded not even Zomato helpline!!! 

Very disappointed with the service.",0,False,NikhilDevadiga7,1142081827294699522,1139942447583133696,['zomatocare'],282
357,2019-06-21 14:47:41,0,8,78,@zomatocare 9088505775,0,False,SkSuzain,1142081659723845632,1014444449416425472,['zomatocare'],22
358,2019-06-21 14:47:15,0,3326,1998,I reviewed Music &amp; Mountains - Hillside Cafe and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/q4Ny83tk51,0,False,junkkDNA,1142081553184411648,268372897,['ZomatoIN'],112
359,2019-06-21 14:46:44,0,82,344,"346 cities and counting under vision of @deepigoyal

@Zomato @ZomatoIN https://t.co/QbPt46I1Vg",0,False,Pedal_India,1142081420879261696,1122521302139457537,"['deepigoyal', 'Zomato', 'ZomatoIN']",94
360,2019-06-21 14:46:41,0,1055,1777,@zomatocare Please tell them not to reach me but to solve this matter out.  I dont wanna talk to any of your executive what mistake have they done.  It's your merchant who needs to take care of it.  Such a waste evening it has been,0,False,vaibhav2612,1142081408447369216,90154196,['zomatocare'],231
361,2019-06-21 14:45:42,0,287,203,"@zomatocare 9711774406
8076956329",0,False,sumit138,1142081159897075713,117988995,['zomatocare'],33
362,2019-06-21 14:45:12,0,18,1,@zomatocare  fraud services,0,False,vinesh_0007,1142081036009918465,146136796,['zomatocare'],27
363,2019-06-21 14:44:01,1,18,333,"Saw a bike accident in Jaipur. 
@ZomatoIN 's delivery boys were the Only people who were helping that guy. 

Great too see that Red Team :)",0,False,150kgpyaar,1142080738159943680,1035258936369270784,['ZomatoIN'],139
364,2019-06-21 14:43:56,0,59,194,@zomatocare this is unacceptable.  First my items are missing from my order 1249507295 and then your customer executive has been repeating that credits will be credited to my wallet which hasn't happened even after 24 hrs. Really pathetic service. I want a solution now.,0,False,sam28490,1142080715313405952,2378215662,['zomatocare'],270
365,2019-06-21 14:43:12,0,15,272,@zomatocare I tried reaching your team many times.. they are of no use.. i have tagged @ConsumerCourt_  to this conversation.. Hope they will help me out in this matter now,0,False,RealVampireNik,1142080532987039745,91736111,"['zomatocare', 'ConsumerCourt_']",172
366,2019-06-21 14:41:34,0,108,85,@SwiggyCares By the finaly @ZomatoIN  came to my rescue with the same order ... I hope u guys don t screw me up,0,False,nikubhurat,1142080123119648768,302428785,"['SwiggyCares', 'ZomatoIN']",111
367,2019-06-21 14:41:03,0,8,78,"@ZomatoIN @zomatocare How to track my order when your app is not working, then you will blame us that we didn't take the order. https://t.co/cj1zz1bIxG",0,False,SkSuzain,1142079989891756033,1014444449416425472,"['ZomatoIN', 'zomatocare']",151
368,2019-06-21 14:40:32,0,1055,1777,@zomatocare 1090123073 please check your inbox.  Why can't they pack it correctly.  They packed the outer cover and inner box was left just like that.  Are we beggars begging them for food @BurgerKing such a service was not acceptable,0,False,vaibhav2612,1142079860468142081,90154196,['zomatocare'],234
370,2019-06-21 14:38:36,0,15,272,@zomatocare @consumercourtin  please look into this matter,0,False,RealVampireNik,1142079374075682816,91736111,"['zomatocare', 'consumercourtin']",58
371,2019-06-21 14:37:37,0,35,149,"@zomatocare @Zomato @ZomatoIN your customer
Support team ain't helpful 

Can you at least refund my money ?  

You can see the condition of 
The pizza which I just got",0,False,reaperelite_,1142079126985039873,892312514096017408,"['zomatocare', 'Zomato', 'ZomatoIN']",167
372,2019-06-21 14:37:06,0,15,272,@zomatocare Order number- 1263046153,0,False,RealVampireNik,1142078999541104641,91736111,['zomatocare'],36
373,2019-06-21 14:36:41,1,10,19,"@zomatocare Your whole team have no guts to solve anyones problem, please solve the problem who is still pending in your notification box. finally tdy I uninstall #Zomato app from my device promise to never installed it again. If you treat yr customers like this then yr future is in denger.",0,False,shukla_garv,1142078893911728128,842582380330213377,['zomatocare'],291
374,2019-06-21 14:35:31,0,110,386,@ZomatoIN  why service is crashed in #Aurangabad Maharashtra . . App is not showing any restaurants,0,False,SwapnilMotale1,1142078599249289216,579356520,['ZomatoIN'],99
375,2019-06-21 14:34:43,1,1055,1777,So bad so worst.  Pathetic packaging.  Cold fries and burger and warm @PepsiIndia delivered by @ZomatoIN @zomatocare @Zomato the food was split all over.  For just a sake they made a burger with old bun https://t.co/B0dkHTn7YN,1,False,vaibhav2612,1142078398082109440,90154196,"['PepsiIndia', 'ZomatoIN']",226
376,2019-06-21 14:33:41,0,287,203,@zomatocare No update on this?,0,False,sumit138,1142078138123317248,117988995,['zomatocare'],30
377,2019-06-21 14:30:02,0,1,62,@swiggy_in why isn't Grill 9 in hyderabad not listed in your app. I am sick of getting late deliveries from @ZomatoIN . Please get it listed ASAP so that I can move away from Zomato.,0,False,Rohit92273563,1142077220166311936,955490592334659584,['swiggy_in'],182
379,2019-06-21 14:27:42,0,50,659,"@SwiggyCares @swiggy_in my recent swiggy order came like this.
Not that I had problem with the packing, but this is free marketing for @Zomato @ZomatoIN https://t.co/3c8hacoDIG",0,False,akshara_k94,1142076631063752704,209484372,"['SwiggyCares', 'swiggy_in']",176
380,2019-06-21 14:26:35,0,132,207,@rbkuldeep The land area would have been bought by @ZomatoIN for vehicle parking.,0,False,weloveourlungs,1142076351161106432,174663463,"['rbkuldeep', 'ZomatoIN']",81
381,2019-06-21 14:24:31,0,99,103,"@zomatocare  u don't have call support and u reply slowly 
But even for ur flaw to provide cash reversal also u take many das https://t.co/UUeC4t2XED",0,False,sairampokkunuri,1142075830333345792,4746243553,['zomatocare'],149
382,2019-06-21 14:22:40,0,4,14,@zomatocare Kindly contact on my registered mobile number. My phone was absolutely reachable liars,0,False,Bedatri1,1142075365810028545,1012923580680564736,['zomatocare'],98
383,2019-06-21 14:22:35,0,99,103,"@zomatocare  I didn't get cash back for this order 
There has been many days u said that take 5 days https://t.co/UUeC4tkz3d",0,False,sairampokkunuri,1142075343936872448,4746243553,['zomatocare'],124
384,2019-06-21 14:21:56,1,2,3,@zomatocare @ZomatoIN @Zomato Chai phir aagayi magar jaise udhar diye paise nahi miltee waise zomato ka reply nahi milla...🤔🤨,0,False,itsvisshal,1142075180111388673,1112415102106374145,"['zomatocare', 'ZomatoIN', 'Zomato']",125
385,2019-06-21 14:21:11,1,12029,42,"@imrishg @deepigoyal @ZomatoGold @ZomatoIN Hi Rishabh, thank you for flagging this. We're currently getting this checked with our team, and the same gets fixed within a few hours. We deeply regret the inconvenience caused.",0,False,zomatocare,1142074991103492096,988362975617601536,"['imrishg', 'deepigoyal', 'ZomatoGold', 'ZomatoIN']",222
386,2019-06-21 14:20:22,0,14,182,@zomatocare i don't like your service.,0,False,rushikeshNimav1,1142074785079291904,1075430456265445377,['zomatocare'],38
387,2019-06-21 14:18:22,0,70,444,@zomatocare @ZomatoIN After tom i will file complain because i have proof that you guys didn’t call,0,False,iamapsrajput,1142074283335700480,54839810,"['zomatocare', 'ZomatoIN']",99
388,2019-06-21 14:17:33,0,70,444,"@zomatocare @ZomatoIN Are you guys going to provide proof for that or i have will raise police complain. Because till now i didn't see any documented proof from you guys to proving that your delivery person called me. You guys have 1 day, as i already gave you enough time.",0,False,iamapsrajput,1142074079043735552,54839810,"['zomatocare', 'ZomatoIN']",273
389,2019-06-21 14:16:58,0,14,182,"@zomatocare your delivery boy not coming to upstairs, not supported for handicapped person.",0,False,rushikeshNimav1,1142073929546096647,1075430456265445377,['zomatocare'],91
391,2019-06-21 14:15:44,0,47,127,@zomatocare Please resolve quickly i have to order in like half an hour,0,False,Crackati,1142073621138948096,1907774958,['zomatocare'],71
392,2019-06-21 14:14:06,0,119,93,@zomatocare @ZomatoIN any update on this or was it just a bot reply #zomatodoesnotcare #Zomato,0,False,ksgopan,1142073209329598464,15003389,"['zomatocare', 'ZomatoIN']",94
393,2019-06-21 14:13:03,0,1,66,@zomatocare @ZomatoIN Contact details shared over DM!  Hope @ZomatoIN will wake up from its slumber and act.,0,False,sinhasauptik,1142072944778104832,1101191170472853504,"['zomatocare', 'ZomatoIN', 'ZomatoIN']",108
394,2019-06-21 14:09:02,1,89,276,@DeliveryPartne3 @airtelbank @zomatocare सही बात है जोमाटो को जवाब देना चाहिए कि पैसे कहां गए और एक विकलांग व्यक्ति का रोजगार क्यों छीनने में लगी हुई है जोमाटो को जवाब देना चाहिए हर हाल में एयरटेल खुलेआम जवाब दे रही है कि वह जोमाटो को पैसे दे चुकी है तो जोमाटो चुप क्यों है,0,False,SurajKu90766294,1142071933774659586,1141244691020574721,"['DeliveryPartne3', 'airtelbank', 'zomatocare']",273
399,2019-06-21 14:07:13,1,89,276,@DeliveryPartne3 @MSarwagya @Zomato @zomatocare @deepigoyal @ZomatoIN @TandonRaveena समझ से बाहर है तुम जोमाटो के लिए अक्सर प्रोग्राम करते हैं उन लोगों को प्रभावित करते हो कि जोमाटो ऐप यूज करें लेकिन जो मैं तो तुम्हारे साथ ऐसा क्यों कर रहा है आखिर रीजन क्या है,0,False,SurajKu90766294,1142071475895017472,1141244691020574721,"['DeliveryPartne3', 'MSarwagya', 'Zomato', 'zomatocare', 'deepigoyal', 'ZomatoIN', 'TandonRaveena']",260
401,2019-06-21 14:06:29,2,89,276,@parkashchoudhri @DeliveryPartne3 @Zomato @zomatocare @deepigoyal @ZomatoIN @TandonRaveena भाई एक तरफ तुम जोमाटो की तारीफ करते हो लोगों को बोलते रहते हो कि जोमाटो यूज करें जो हम आंखों के लिए तुम कार्यक्रम करते हो और दूसरी तरफ जोमाटो आपका कार्य बंद किए हुए हैं यह क्या माजरा,0,False,SurajKu90766294,1142071292478160898,1141244691020574721,"['parkashchoudhri', 'DeliveryPartne3', 'Zomato', 'zomatocare', 'deepigoyal', 'ZomatoIN', 'TandonRaveena']",273
402,2019-06-21 14:06:00,0,1055,1777,@zomatocare @ZomatoIN @Zomato still no reply to my complaint in your inbox wat should I do next.,0,False,vaibhav2612,1142071169308250114,90154196,"['zomatocare', 'ZomatoIN', 'Zomato']",96
403,2019-06-21 14:05:38,0,33,369,@zomatocare @Zomato @ZomatoIN @deepigoyal Is this a joke? Shivam(+918373987937)from #Zomato wasted 2days in a sham investigation and called me now to say he couldn't confirm how the food was served cold! Is this called quality of service?@jagograhakjago @consaff,0,False,pitam2010,1142071079407460352,131745897,"['zomatocare', 'Zomato', 'ZomatoIN', 'deepigoyal']",262
405,2019-06-21 14:04:25,0,4,94,"@Zomato @ZomatoIN 
Been 1 week and I haven't recieved my order.
Neither a follow-up call from your executives.
The problem stated at first call was- that I had put am address too 'far' and then your executive started explaining me the Delhi-map (for no reason)
Kindly follow up! https://t.co/5Kb2u28x4s",0,False,NarangAastha,1142070772401262592,153575538,"['Zomato', 'ZomatoIN']",302
406,2019-06-21 14:03:36,0,1,77,That is very bad zomato @zomatocare @consumerforum_ https://t.co/gFpDdnMFya,0,False,schatterjee2001,1142070567710801920,894744546,"['zomatocare', 'consumerforum_']",75
407,2019-06-21 14:03:03,0,44,1714,@zomatocare 1839770237,0,False,debjeetrocks,1142070428170477570,727864327798018048,['zomatocare'],22
408,2019-06-21 14:01:20,0,1,77,@zomatocare You are not replying?????,0,False,schatterjee2001,1142069998648582144,894744546,['zomatocare'],37
409,2019-06-21 14:01:08,0,18,333,@ZomatoIN @zomatocare @Zomato what happened about this issue?? Shall I get my money back ? Your rider said he didn’t pick up the order from restaurant. https://t.co/CySTCLcshJ,0,False,Rohitgoel2483,1142069946261725188,934465882528481280,"['ZomatoIN', 'zomatocare', 'Zomato']",175
411,2019-06-21 13:59:32,0,12029,42,@sinhasauptik @ZomatoIN Hi Sauptik! This is not the experience we want our user’s to have. Kindly share your contact details and we will get this checked right away. ~R.$,0,False,zomatocare,1142069544753623041,988362975617601536,"['sinhasauptik', 'ZomatoIN']",170
413,2019-06-21 13:57:22,0,47,127,@zomatocare @Zomato atinder7398@gmail.com,0,False,Crackati,1142068999762481153,1907774958,"['zomatocare', 'Zomato']",41
414,2019-06-21 13:50:56,0,1,77,@zomatocare 2123852787,1,False,schatterjee2001,1142067381159620608,894744546,['zomatocare'],22
415,2019-06-21 13:50:55,0,1,66,@zomatocare I was not able to order as there was an issue with the payment option.  Don't you read the tweets/mails properly before responding?  How disgraceful is @ZomatoIN customer support?  👎,0,False,sinhasauptik,1142067374377463809,1101191170472853504,['zomatocare'],194
416,2019-06-21 13:50:53,1,364,1554,"I paid for zomato gold for 2 years that is getting expired in 2021, my membership is now showing expired 
Member ID 124195, Kindly resolve at the earliest @deepigoyal @ZomatoGold @zomatocare @ZomatoIN",0,False,imrishg,1142067365426819072,108214044,[],200
417,2019-06-21 13:45:59,2,286,598,@aashish_patel07 @Zomato @zomatocare @ZomatoIN I agreed with you sometime I also faced same problem. Guys don't use this kind off service. You should provide free of cost delivery. If you want business. Why you charged from customer s?,0,False,BirendarPal1,1142066135178735616,978895169868222465,"['aashish_patel07', 'Zomato', 'zomatocare', 'ZomatoIN']",235
419,2019-06-21 13:42:42,0,2,48,@Zomatocare Still I didnt hear anything from your side . I dont think its a big case !! https://t.co/azCFIOgszI,0,False,manishbhadanaj1,1142065306371674112,1096221673509044225,['zomatocare'],111
420,2019-06-21 13:42:38,0,1,4,@zomatocare @Zomato @ZomatoIN I didn't get any cl any kind of response regarding my complain for order I'd 1824829466. So pathetic service neither any response from customer support.,0,False,RakeshM19474760,1142065290924064768,1037642675422416902,"['zomatocare', 'Zomato', 'ZomatoIN']",182
421,2019-06-21 13:40:20,0,973,140,@zomatocare My Zomato id has been blocked on new mobile https://t.co/MkYIbBZ6nc,0,False,Definate_,1142064711371902976,2963617147,['zomatocare'],79
423,2019-06-21 13:36:52,0,1,66,@zomatocare It's been 5 days since I lodged a complaint regarding payment mode issues ( Zomato request # 20737003). However till date no one from @zomato has even responsed to my mail even after sending a reminder. Does Zomato even have a team to look into complaints?  #Comatose https://t.co/dtAJunlTZd https://t.co/jQXV2blWgm,0,False,sinhasauptik,1142063839736766464,1101191170472853504,['zomatocare'],327
427,2019-06-21 13:35:21,0,1,82,Uber eats Order id #A72CC I returned because I don't want to pay because restaurant failed to provide uber eats order. They provide Zomato order. Now uber eats adjust that order payment to my next order. @UberEats_IND @Uber_Support @Uber @zomatocare @ZomatoIN https://t.co/dmrXt292Iq,0,False,sureshgaud74,1142063457409179649,1614784190,[],283
429,2019-06-21 13:35:00,1,1,77,"We are cheated by Zomato.
Food not delivered to us and also money is not returned @ZomatoIN @zomatocare @ZomatoIN @yoursivakrishna .. Cheated by your delivery boy and local vendor mr. burger at Firozabad,U.P",0,False,schatterjee2001,1142063371455352832,894744546,"['ZomatoIN', 'zomatocare', 'ZomatoIN']",207
430,2019-06-21 13:34:58,0,3,52,"@zomatocare @deepigoyal , I don't think the error was so complicated that you were not able to fix it in 4 days and offer the resolution. Waiting....",0,False,ManujSahi,1142063362051731457,2310202097,"['zomatocare', 'deepigoyal']",149
431,2019-06-21 13:34:10,0,10,196,"@zomatocare @ZomatoIN such worst type of sevice,as u have to provide my money back but undidnt refunded my money n blocked my account n after being asked reason of block they mail that u no. is been linked with many account .How it could be possible.Such fraud u doingwithCustomer",0,False,Deepanshu181096,1142063159882031106,900728919065739264,"['zomatocare', 'ZomatoIN']",280
433,2019-06-21 13:29:28,0,10,92,@MandiMukhtarAli @nandureddy4u @ZomatoIN @Samanthaprabhu2 @IamNagashaurya @SureshProdns Ivem promotions Ra Naralu cut aeipotunnay https://t.co/treKhIUJk8,0,False,knowledgelesguy,1142061976987639808,965533182970839040,"['MandiMukhtarAli', 'nandureddy4u', 'ZomatoIN', 'Samanthaprabhu2', 'IamNagashaurya', 'SureshProdns']",153
434,2019-06-21 13:28:14,0,1,43,@zomatocare @ZomatoIN Pls dm me as i m not able to access my mails as i m out of town,0,False,Rajiv79632761,1142061668454658048,1025082912650088448,"['zomatocare', 'ZomatoIN']",85
437,2019-06-21 13:10:36,0,0,0,@zomatocare @Zomato @ZomatoIN help me pls! My account of Zomato got blocked pls help ASAP,0,False,Rajat05546156,1142057227894702081,1131117243801034754,"['zomatocare', 'Zomato', 'ZomatoIN']",89
438,2019-06-21 13:03:25,0,4,41,@zomatocare Order No: 2123852787,0,False,yoursivakrishna,1142055420334231552,2894712326,['zomatocare'],32
439,2019-06-21 13:03:19,0,11,31,"@zomatocare @Zomato @ZomatoIN 20911118 this is new request no regarding my complain. You comitted in mail that you will solve my issue within 24 hr . 
Let's see , how much time you take.
#zomatocare",0,False,lavityagi87,1142055398137987072,166444297,"['zomatocare', 'Zomato', 'ZomatoIN']",198
440,2019-06-21 13:02:54,0,4,14,@zomatocare @ZomatoIN @Zomato https://t.co/7kFCO6smyu,0,False,Bedatri1,1142055290566631429,1012923580680564736,"['zomatocare', 'ZomatoIN', 'Zomato']",53
441,2019-06-21 13:01:27,0,4,14,@zomatocare @ZomatoIN @Zomato I ma really pissed with your service https://t.co/x2i5xzgVtU,0,False,Bedatri1,1142054927943884800,1012923580680564736,"['zomatocare', 'ZomatoIN', 'Zomato']",90
442,2019-06-21 13:00:25,0,4,14,@zomatocare @ZomatoIN @Zomato I don't expect anything because I am tired of false promises https://t.co/zYO6oUB0Qi,0,False,Bedatri1,1142054667502751746,1012923580680564736,"['zomatocare', 'ZomatoIN', 'Zomato']",114
443,2019-06-21 12:53:47,1,235,149,"@UberEats_IND Wow!! 🤣 Awesome delivery service, which never delivers and super-awesome support which takes 24 hours to solve this. @swiggy_in &amp; @ZomatoIN have chat support and solved issues within minutes. Please refund my money, I have had enough for today!! I’m hungry &amp; ₹101 poorer 😟",0,False,s_pradeep,1142052996441710593,38136937,['UberEats_IND'],294
444,2019-06-21 12:53:17,0,62,205,@zomatocare @Zomato Finally i received a call... Thanks fr the response n resolution 🎉🤳,0,False,anandvirus,1142052872185499648,799839675863171072,"['zomatocare', 'Zomato']",87
445,2019-06-21 12:52:56,0,23,130,@zomatocare @ZomatoIN Team zomato either u return my money back or i have to take an serious action @JagoGrahakJagoo @Consumer2Court @ConsumerCourt_ @ConsumersAffair https://t.co/ctLP6BYppF,0,False,akashsaini26,1142052785174671360,831441698031034370,"['zomatocare', 'ZomatoIN']",189
446,2019-06-21 12:52:52,1,219,433,I reviewed Cardboard and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/kHtGNYW3Dh,0,False,NailaKazi,1142052765624967169,1072891878,['ZomatoIN'],84
448,2019-06-21 12:48:25,0,214,336,@prithwijitg @thesaladstory @ZomatoIN Zamato should give another order as complimentary to Jija ji,0,False,mrkumarnaveen,1142051648312709120,926010001,"['prithwijitg', 'thesaladstory', 'ZomatoIN']",98
449,2019-06-21 12:46:32,0,12029,42,@hooda_mamta @ZomatoIN @DominosIndia @Zomato @Paytm Hi There! That should not have happened! Getting this checked for you right away. ~Ary,0,False,zomatocare,1142051172712210432,988362975617601536,"['hooda_mamta', 'ZomatoIN', 'DominosIndia', 'Zomato', 'Paytm']",138
451,2019-06-21 12:45:19,0,14,154,@zomatocare @Zomato Another example of your wonderful and fake customer service. Its been 19 hours and m still waiting for someone to contact me .. @Zomato @ZomatoIN @zomatocare,0,False,Himanshu_nagpl,1142050865861316608,853956569750396929,"['zomatocare', 'Zomato']",177
453,2019-06-21 12:43:43,0,2,306,@zomatocare I don’t see the refund happening. Any update ?,0,False,Rodneyjude,1142050463744794624,212382990,['zomatocare'],58
454,2019-06-21 12:42:37,1,11,31,"@zomatocare @Zomato @ZomatoIN This is the 7th day to waiting for   response from ZOMATO,still not getting.this is ZOMATO's policy towards their customer.firsty they delivered cold and bad food after that they torture customer like this. anyway,I will raise this issue until get my problem solved.#zomatofake",0,False,lavityagi87,1142050185591156737,166444297,"['zomatocare', 'Zomato', 'ZomatoIN']",307
455,2019-06-21 12:40:55,0,1,43,"@sawlaysingh @zomatocare @Zomato I am also facing the same issue and have made complained to the executives( in company area ) but didn't get any positive response but they are keep telling that ""we have sent your issue to management and we do not know when management will reply.""",0,False,MrBhardwaj88,1142049759131082752,2798302045,"['sawlaysingh', 'zomatocare', 'Zomato']",281
