,date,favorite_count,followers_count,friends_count,full_text,retweet_count,retweeted,screen_name,tweet_id,user_id,user_mentions,length,clean_text
177,2018-12-19 17:06:55,0,13,292,@SayaZ45946308 @Zomato @ZomatoIN @zomatocare Why the hell are you creating so much chaos? The restaurant will take it's preparation time. Don't use twitter for such silly things,0,False,aggshubham007,1075437333611245568,1482717282,"['SayaZ45946308', 'Zomato', 'ZomatoIN', 'zomatocare']",177,hell creating chaos restaurant preparation time twitter silly things
178,2018-12-19 17:06:48,0,222,455,"@zomatocare Order 1036572237 arrived packed upside down with no lid and the contents completely leaking out! Your chat support is beyond pathetic, inconsiderate and arrogantly refuse in arranging a replacement or a refund. No courtesy whatsoever, especially on prepaid orders!!",0,False,latersbaby1994,1075437305119301632,19179503,['zomatocare'],277,arrived packed upside lid contents completely leaking support beyond pathetic inconsiderate arrogantly refuse arranging replacement refund courtesy whatsoever especially prepaid
180,2018-12-19 17:06:37,0,23,35,"i have ordered food restaurants said valet picked up your food half an hour ago and valet rejecting my calls order id
#1186430238
#worstdelievery #frustrated
@ZomatoIN",0,False,atifaiz123,1075437256645603333,126382325,[],167,restaurants valet picked half ago valet rejecting calls worstdelievery frustrated
182,2018-12-19 17:06:00,0,36,259,@honeypuss66 @SudIndus @ZomatoIN @Zomato Work at a distribution centre... Lots to graze on.,0,False,bazhulk,1075437104249925633,720494933,"['honeypuss66', 'SudIndus', 'ZomatoIN', 'Zomato']",91,work distribution centre lots graze
183,2018-12-19 17:05:47,1,3016,36,@lalithsapna @Chalu_Pandey_ @ZomatoIN @SunilDhawan13 @thedumbtrader @ravishef @anirudhjain1988 @zomatocare Thank u Bhai I have alreAdy said ke refund aagaya and I will excess fund to do what I said,0,False,trivedisid14,1075437047844790272,2997224172,"['lalithsapna', 'Chalu_Pandey_', 'ZomatoIN', 'SunilDhawan13', 'thedumbtrader', 'ravishef', 'anirudhjain1988', 'zomatocare']",197,thank bhai already ke refund aagaya excess fund
185,2018-12-19 17:04:41,1,36,259,@SudIndus @ZomatoIN @Zomato He should be in jail. God or Allah knows what diseases he has. Not racist at all so don't start that pish. He probably never had a MMR jab as a kid so if a parent eats the food and kisses there new born the baby can die of measils mumps or rubella!!! https://t.co/7JKvZboVa3,1,False,bazhulk,1075436769913524225,720494933,"['SudIndus', 'ZomatoIN', 'Zomato']",302,jail god allah knows diseases racist start pish probably never mmr jab kid parent eats kisses born baby die measils mumps rubella
186,2018-12-19 17:03:17,0,15,44,@zomatocare Can you look at the chat transcript with your customer support agent. It is unbelievable. I am definately going to post that on your handle for all to see,0,False,digitalvarun,1075436419051450368,243903053,['zomatocare'],166,transcript customer support agent unbelievable definately going post handle
187,2018-12-19 17:02:34,1,195,621,@zomatocare @ZomatoIN My refund has been initiated to the wallet. Will think twice before using Zomato for food delivery. Hey 👋 @UberEats_IND,0,False,SanandanAtrey,1075436237782159360,504917532,"['zomatocare', 'ZomatoIN']",141,refund initiated wallet think twice using delivery
188,2018-12-19 17:02:27,1,1,0,I have ordered 2 Mutton special Biryani from two of my devices but i got received 2 Chicken special biryani. When I contacted customer support they are not giving a proper response. I have ordered multiple times by using zomato but this time i Got Cheated. @ZomatoIN @Zomato,0,False,wajidkh49672070,1075436206849028096,1075435036122333184,[],274,mutton special two devices received chicken special contacted customer support giving proper response multiple times using time cheated
191,2018-12-19 16:59:05,2,57,735,"@trivedisid14 @Chalu_Pandey_ @ZomatoIN @SunilDhawan13 @ap_pune @thedumbtrader @ravishef @anirudhjain1988 @zomatocare GO TO THE HELP SECTION...

SELECT ORDER INCOMPLETE OR ITEMS MISSING...

U WILL B CONTACTED &amp; REFUNDED...",0,False,lalithsapna,1075435361835266048,596666459,"['trivedisid14', 'Chalu_Pandey_', 'ZomatoIN', 'SunilDhawan13', 'ap_pune', 'thedumbtrader', 'ravishef', 'anirudhjain1988']",225,go section select incomplete items missing b contacted refunded
192,2018-12-19 16:57:30,0,25,62,@zomatocare Order no 1348371550 Hoping for a positive response from Zomato. I am a regular customer and hope you will not disappoint me. Have also emailed the details to order@zomato.com Thanks,0,False,TruExplore,1075434963560873984,962608945956188160,['zomatocare'],193,hoping positive response regular customer hope disappoint emailed ordercom thanks
194,2018-12-19 16:55:10,0,25,87,@Zomato @ZomatoIN worst app ever...these people r fraud and don't give membership benifts when u visit restaurant..,0,False,yash_sharda,1075434377264422912,1574527592,"['Zomato', 'ZomatoIN']",115,worst app everthese people r fraud membership benifts visit restaurant
195,2018-12-19 16:54:08,0,20,119,"@zomatocare How many days I have to wait this is 3rd day ,this is the way you will treat your customers 😡",0,False,Manjunathpanyam,1075434114033971201,3373519283,['zomatocare'],105,many wait rd day treat customer
197,2018-12-19 16:52:29,1,195,621,@gaurav_jaju @ZomatoIN Still better than half eaten boxes !!!,0,False,SanandanAtrey,1075433702065225729,504917532,"['gaurav_jaju', 'ZomatoIN']",61,better half eaten boxes
0,2018-09-30 22:58:04,0,110,77,"By the way, if you were wondering, I ordered from this place called SWEET REVENGE (via @ZomatoIN ) https://t.co/vipoXjmHh6",0,False,dhruvsapra11,1046534672518393868,520200858,['ZomatoIN'],122,wondering place called sweet revenge via
1,2018-09-30 22:43:40,0,424,242,I reviewed Burger King (@burgerkingindia) and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/q0lrqKPv3l,0,False,lifestylepriya,1046531050346708992,2979539310,"['burgerkingindia', 'ZomatoIN']",105,reviewed burger king rated lovefood
2,2018-09-30 22:40:47,0,70,453,"@zomatocare @Zomato Wow
 No reply anywhere. Smooth going
Guess no more @dominos_india ordering on Zomato for me. Thanks a ton
 Seriously",0,False,Aniran_geek,1046530325461909504,4276834933,"['zomatocare', 'Zomato', 'dominos_india']",136,wow anywhere smooth going guess thanks ton seriously
3,2018-09-30 22:17:56,0,13,8,@faasos @ZomatoIN badnight...because I am going to bed all hungry because of you people. Thank you for your support and courtesy. Great job guys. #zomatosucks #faasossucks,0,False,7Devesh,1046524574911942656,403907386,"['faasos', 'ZomatoIN']",171,badnightbecause going bed hungry people thank support courtesy great job guy zomatosucks faasossucks
4,2018-09-30 22:09:19,0,13,8,"@ZomatoIN @faasos Oh how could I forget zomato's partner in crime. @faasos you can catch up by going through my previous tweets. BTW, the quality of your rolls has reached a new low. Quantity zyada hui to quality compromise kardi?",0,False,7Devesh,1046522405051674624,403907386,"['ZomatoIN', 'faasos', 'faasos']",230,oh forget zomatos partner crime catch going previous tweets btw quality rolls reached low quantity zyada hui quality compromise kardi
5,2018-09-30 22:07:19,0,13,8,"@ZomatoIN couldn't have my dinner today. Thank you Zomato. Ironically, the ones who claim to feed everyone, successfully kept me away from my food all night. Nice work Zomato.",0,False,7Devesh,1046521899956817920,403907386,['ZomatoIN'],175,couldnt dinner thank ironically ones claim feed everyone successfully kept night work
6,2018-09-30 21:43:39,0,6,14,@ZomatoIN @zomatocare Bhai aise kaun KLPD karta hai??? https://t.co/Ff12tH8wOT,0,False,rahulpal_UPwale,1046515944691036161,964480762652192768,"['ZomatoIN', 'zomatocare']",78,bhai aise kaun klpd karta hai
7,2018-09-30 21:35:51,0,13,8,@ZomatoIN you people cancel the order after more than one hour. If I order again now it will take me another one hour to get my order. 2 hours for one order. Great. Atleast your agency is making good ads.,0,False,7Devesh,1046513981958115328,403907386,['ZomatoIN'],204,people cancel another great atleast agency making good ads
8,2018-09-30 21:34:30,0,13,8,@ZomatoIN Am I the only lucky one who faces these delivery issues almost 8 out of 10 times? Or are there others too? Other Zomato torture survivors?,0,False,7Devesh,1046513643477716997,403907386,['ZomatoIN'],148,lucky faces delivery issues almost times others torture survivors
9,2018-09-30 21:33:09,0,13,8,@ZomatoIN thank you Zomato. I will go to sleep with empty stomach today. Thank you for the courtesy.,0,False,7Devesh,1046513303370035202,403907386,['ZomatoIN'],100,thank go sleep empty stomach thank courtesy
10,2018-09-30 21:30:00,0,13,8,@zomatocare @ZomatoIN What detail do you need? I have attached the screenshot.,0,False,7Devesh,1046512511195975680,403907386,"['zomatocare', 'ZomatoIN']",78,detail attached screenshot
12,2018-09-30 21:24:32,0,13,8,@ZomatoIN It happens with me every single time. Delivery problem always. ALWAYS! https://t.co/jHn4XUVzPH,0,False,7Devesh,1046511133811724290,403907386,['ZomatoIN'],104,happens every single time delivery problem always always
13,2018-09-30 21:08:07,0,15,18,I reviewed Tandoor and rated it 3/5 on @ZomatoIN #LoveFood https://t.co/7JtcFbxTGc,0,False,nikhiljjose,1046507004607356928,160126036,['ZomatoIN'],82,reviewed tandoor rated lovefood
14,2018-09-30 20:51:46,0,15,70,@Zomato @zomatocare @deepigoyal this my 15th tweet but no one ready to give me satisfaction resolution :( you people served non veg piece in veg biryani and braked my Brahmin religion @fssaiindia @noidapolice please take strict action against restaurant @myogiadityanath https://t.co/9wuzakKhe8,0,False,Sandeep94179896,1046502889554767872,923200974402887685,"['Zomato', 'zomatocare', 'deepigoyal']",294,th tweet ready satisfaction resolution people served non veg piece veg braked brahmin religion strict restaurant
16,2018-09-30 20:46:31,0,106,601,@Zomato @zomatocare I need an answer.And a pretty solid one at https://t.co/7btku141WR are answerable to the people .,0,False,tweetrishmish,1046501569212997632,3009948288,"['Zomato', 'zomatocare']",117,answerand pretty solid answerable people
17,2018-09-30 20:45:38,0,106,601,"@Zomato @zomatocare 
How dare you guys call yourselves the best food delivering company in India?

I booked an order worth RS 180 and it has been three hours and still it has not been delivered. Your customer care refunds 50 of those and says we will serve you next time?1/1",0,False,tweetrishmish,1046501343714717696,3009948288,"['Zomato', 'zomatocare']",274,dare guy best deliverying company india booked worth three delivery customer care refunds says serve next time
18,2018-09-30 20:30:50,0,23,354,I reviewed Cafe Sacro (@cafesacroindia) and rated it 3/5 on @ZomatoIN #LoveFood https://t.co/L3nCIgWnub,0,False,vediasar,1046497619055239168,200629354,"['Cafesacroindia', 'ZomatoIN']",103,reviewed cafe sacro rated lovefood
20,2018-09-30 20:11:46,0,96,43,I reviewed Creamy Inn and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/MInFUAGXCn,0,False,venkris61193,1046492823527149568,99903484,['ZomatoIN'],85,reviewed creamy inn rated lovefood
21,2018-09-30 20:07:47,0,96,43,I reviewed Shakos and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/7SVErxy47l,0,False,venkris61193,1046491820476133376,99903484,['ZomatoIN'],81,reviewed shakos rated lovefood
22,2018-09-30 20:01:41,0,96,43,I reviewed Karthik Tiffin Centre and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/qQZ6wp1AAy,0,False,venkris61193,1046490285969006592,99903484,['ZomatoIN'],96,reviewed karthik tiffin centre rated lovefood
23,2018-09-30 19:58:54,0,96,43,I reviewed Fusilli Reasons and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/13GEbqvwKx,0,False,venkris61193,1046489582848495616,99903484,['ZomatoIN'],90,reviewed fusilli reasons rated lovefood
24,2018-09-30 19:56:06,0,540,1495,@i_m_yuvraj @ippatel @ZomatoIN @Zomato @zomatocare @consaff @irvpaswan @minmsme @CimGOI @OfficeOfRSP @GoI_MeitY I disagree. They offer one of the best services. Try raising a complaint on Uber eats and ull know.,0,False,aksadorable,1046488882080972800,123573281,"['i_m_yuvraj', 'ippatel', 'ZomatoIN', 'Zomato', 'zomatocare', 'consaff', 'irvpaswan', 'minmsme', 'CimGOI', 'OfficeOfRSP', 'GoI_MeitY']",211,disagree offer best services try raising complaint uber eats ull
25,2018-09-30 19:55:13,0,13,61,@zomatocare @BurgerSinghs @Zomato What’s happening here zomato customer care service told me that i will receive my half order in 20-25 mins but its been more than two hours i have not received any order and any refund,0,False,SunnysarabJeet,1046488656658063360,378800145,"['zomatocare', 'BurgerSinghs', 'Zomato']",218,whats happening customer care service receive half mins two received refund
26,2018-09-30 19:55:09,0,169,869,"@zomatocare @ZomatoIN @singlaank I am really interested to see if we could put a blanket ban on the said restaurant and Zomato for an indefinite period. Eating pure veg has always been my preferred religious choice, and Zomato has destroyed it.",0,False,The_Physicst,1046488639885074432,432595370,"['zomatocare', 'ZomatoIN', 'singlaank']",244,interested put blanket ban restaurant indefinite period eating pure veg always preferred religious choice destroyed
27,2018-09-30 19:53:49,0,3,60,@i_m_yuvraj @ippatel @ZomatoIN @Zomato @zomatocare @consaff @irvpaswan @minmsme @CimGOI @OfficeOfRSP @GoI_MeitY 😂😂😂😂 ye bechare ku kuch dedo twitterati,0,False,tilluhero,1046488303602724864,882577592112390146,"['i_m_yuvraj', 'ippatel', 'ZomatoIN', 'Zomato', 'zomatocare', 'consaff', 'irvpaswan', 'minmsme', 'CimGOI', 'OfficeOfRSP', 'GoI_MeitY']",151,ye bechare ku kuch dedo twitterati
28,2018-09-30 19:53:02,0,96,43,I reviewed Sangeetha Veg Restaurant and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/MVn790i6XZ,0,False,venkris61193,1046488110140284928,99903484,['ZomatoIN'],99,reviewed sangeetha veg restaurant rated lovefood
29,2018-09-30 19:52:01,0,26,201,"@swwapniljoshi @Zomato @zomatocare @ZomatoIN Punyat order place keli asel 😜
.
.
.
Abhimaan Hawa... 🤣",0,False,pankaj9432,1046487852257816577,89664231,"['swwapniljoshi', 'Zomato', 'zomatocare', 'ZomatoIN']",100,punyat place keli asel abhimaan hawa
30,2018-09-30 19:51:22,0,169,869,"@zomatocare @ZomatoIN Hello @singlaank Could you please see and let me know what are the legal options I could explore here. I have been delivered a ""Chicken Biryani"" instead of ordered Veg Biryani. Its highly disturbing. 
I am an old client with #Akosha. 
You guys had have done an amazing work in '14",0,False,The_Physicst,1046487689942392832,432595370,"['zomatocare', 'ZomatoIN', 'singlaank']",302,hello let legal options explore delivery chicken instead veg highly disturbing old client akosha guy done amazing work
31,2018-09-30 19:46:45,0,972,259,"@SwiggyCares no it doesnt, dey wil tk delivery charges and the person who will come to deliver the item doesnt have change so u will have to pay 9rs  to him as well and the attitude is like as if they are doing a favour #pathetic 

@zomatocare do u also provide this type of care?",0,False,baljeet0405,1046486527348559872,720991383276814338,['SwiggyCares'],280,doesnt dey wil tk delivery charges person come delivery item doesnt change pay attitude favour pathetic type care
32,2018-09-30 19:45:08,0,96,43,I reviewed Mathura Restaurant and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/F35TXTTIkE,0,False,venkris61193,1046486118772826112,99903484,['ZomatoIN'],93,reviewed mathura restaurant rated lovefood
33,2018-09-30 19:44:31,0,169,869,@zomatocare @ZomatoIN No response from Chat Support. https://t.co/x31CGhSpp4,0,False,The_Physicst,1046485963734581248,432595370,"['zomatocare', 'ZomatoIN']",76,response support
35,2018-09-30 19:42:52,0,275,279,"@Zomato @ZomatoIN @zomatocare 
The cart is not in a clickable/visible area. 
Can you look into this? 
Device : @essential https://t.co/DZMZcR1IFp",0,False,jordiie09,1046485547814776837,78304795,"['Zomato', 'ZomatoIN', 'zomatocare']",145,cart clickablevisible area device
38,2018-09-30 19:19:16,0,90,132,"@zomatocare @Zomato my order was ridiculous... 
i thought u poeple would hutslp me but your customer support have no sense to talk...my order was out of box in the polythene more than half... and more over order was half cooked.. u people really insultaed me in front of my guest",0,False,Sizz1619,1046479611037507584,2278457064,"['zomatocare', 'Zomato']",279,ridiculous thought poeple hutslp customer support sense talkmy box polythene half half cooked people insultaed front guest
43,2018-09-30 19:14:22,0,319,200,"Dear Zomato, waiting to get ur assurance fulfilled for the menu change from a restaurant for past 1 month. It’s ID is 18614778. Can you please? This is 2nd request on twitter and will go on till job is done @zomatocare @ZomatoIN",0,False,Zahid_Chougle,1046478377618755584,504967260,[],228,dear waiting assurance fulfilled menu change restaurant past month nd request twitter go till job done
44,2018-09-30 19:12:58,0,27,97,@zomatocare @Zomato @swiggy_in This is the message I received from your executive after this I didn't received any further message from your  side https://t.co/8hBtt3Eet1,0,False,ayushanku786,1046478026672918533,3105988952,"['zomatocare', 'Zomato', 'swiggy_in']",170,message received executive received message side
45,2018-09-30 19:11:31,0,73,254,I reviewed Bar Tales and rated it 3/5 on @ZomatoIN #LoveFood https://t.co/oH7MAwBhMt,0,False,MehtaJaydeep,1046477659859968001,139701761,['ZomatoIN'],84,reviewed bar tales rated lovefood
50,2018-09-30 19:05:27,0,443,49,@zomatocare @ZomatoIN Also got tip of RS. 31 from Zomato as Zomato credits... :),0,False,ProudToBeAGujju,1046476132663595009,48313383,"['zomatocare', 'ZomatoIN']",80,tip credits
51,2018-09-30 19:03:19,0,1459,894,2) trusting @zomatocare @ZomatoIN's I didn't mention the same in today's order...and guess what the valet rings the bell at 12am...the guy keeps on calling ke asking the address..upon enquiry je said the @googlemaps suck in the @Zomato app #Shame @irvpaswan https://t.co/CtIlAiVvZQ,0,False,i_m_yuvraj,1046475598799998976,88198510,"['zomatocare', 'ZomatoIN']",281,trusting mention todays orderand guess valet rings bell amthe guy keeps calling ke asking addressupon enquiry je suck app shame
53,2018-09-30 19:02:06,0,13,61,@zomatocare @BurgerSinghs @Zomato I ordered 4 burgers but received only 2 burgers,0,False,SunnysarabJeet,1046475292582133761,378800145,"['zomatocare', 'BurgerSinghs', 'Zomato']",81,burgers received burgers
54,2018-09-30 19:01:27,0,13,61,@zomatocare @BurgerSinghs @Zomato I need refund for this order,0,False,SunnysarabJeet,1046475125653102592,378800145,"['zomatocare', 'BurgerSinghs', 'Zomato']",62,refund
56,2018-09-30 19:00:39,3,1459,894,"@zomatocare @ZomatoIN @Zomato @consaff @irvpaswan @minmsme @CimGOI @OfficeOfRSP @GoI_MeitY Excuse me...instead of helping the customer and extending some courtsey,@zomatocare indulges in flaunting its eloquency. #Shame",1,False,i_m_yuvraj,1046474927426211840,88198510,"['zomatocare', 'ZomatoIN', 'Zomato', 'consaff', 'irvpaswan', 'minmsme', 'CimGOI', 'OfficeOfRSP', 'GoI_MeitY']",218,excuse meinstead helping customer extending courtsey indulges flaunting eloquency shame
57,2018-09-30 18:58:26,1,33,586,@jumsumtak @ZomatoIN @swiggy_in This is daylight robbery!,0,False,paclicarbo,1046474366572265472,68966198,"['jumsumtak', 'ZomatoIN', 'swiggy_in']",57,daylight robbery
58,2018-09-30 18:58:16,0,89,51,@zomatocare @Zomato As im a YouTuber i will surely make a review video about it!!,0,False,imuluvshaz,1046474324343836672,350311970,"['zomatocare', 'Zomato']",81,youtuber surely make review video
59,2018-09-30 18:57:59,0,73,254,I reviewed Asia Kitchen By Mainland China and rated it 2/5 on @ZomatoIN #LoveFood https://t.co/PrQFAKKruk,0,False,MehtaJaydeep,1046474255657926656,139701761,['ZomatoIN'],105,reviewed asia kitchen mainland china rated lovefood
60,2018-09-30 18:57:33,0,89,51,@zomatocare @Zomato I never received the order bcause of you guys i was humiliated in front of my friends!!!,0,False,imuluvshaz,1046474145897177088,350311970,"['zomatocare', 'Zomato']",108,never received bcause guy humiliated front friends
61,2018-09-30 18:55:46,0,443,49,@zomatocare @ZomatoIN Got refund instead of food.. Thanks...,0,False,ProudToBeAGujju,1046473696112791553,48313383,"['zomatocare', 'ZomatoIN']",60,refund instead thanks
65,2018-09-30 18:51:16,0,62,185,@zomatocare @ZomatoIN @zomatocare @ZomatoIN thanks for making my family sleep hungry tonight,0,False,itsssharath,1046472563512098816,778649685020012548,"['zomatocare', 'ZomatoIN', 'zomatocare', 'ZomatoIN']",92,thanks making family sleep hungry tonight
68,2018-09-30 18:48:14,0,62,185,@zomatocare @ZomatoIN @Gopiaravindhraj @soonapaana006 @itisprashanth check this anna order food online on tomato nu solli emathi tanunga,0,False,itsssharath,1046471800161337345,778649685020012548,"['zomatocare', 'ZomatoIN', 'Gopiaravindhraj', 'soonapaana006', 'itisprashanth']",136,anna online tomato nu solli emathi tanunga
69,2018-09-30 18:47:27,0,718,1605,@AaryanGala @Zomato @ZomatoIN @zomatocare This has happened with me for @swiggy_in also. Except that I got my refund after I wrote on the complaint section on the app.,0,False,dontbeahaggu,1046471605264764928,865327712,"['aaryangala', 'Zomato', 'ZomatoIN', 'zomatocare', 'swiggy_in']",167,happened except refund wrote complaint section app
70,2018-09-30 18:47:12,9,6732,3977,"Here comes my 125th review on @ZomatoIN . Started small, couldn't even realize when it reached to such a respectable count! Thanks to @Zomato for providing such a wonderful platform! Thanks to all for reading my reviews. 
https://t.co/9XakgYbigb
#Foodie #FoodReview #Blogger",6,False,theheebee,1046471539116380161,4488474253,['ZomatoIN'],274,comes th review started small couldnt realize reached respectable count thanks providing wonderful platform thanks reading reviews foodie foodreview blogger
71,2018-09-30 18:46:51,0,443,49,@ZomatoIN @zomatocare order placed yesterday still not delivered. Waiting since last two hours..,0,False,ProudToBeAGujju,1046471453493915648,48313383,"['ZomatoIN', 'zomatocare']",96,yesterday delivery waiting since two
72,2018-09-30 18:44:27,0,62,185,@zomatocare @ZomatoIN App says food is being prepared in kitchen r u seriously saying restaurant closes by 11,0,False,itsssharath,1046470847345491969,778649685020012548,"['zomatocare', 'ZomatoIN']",109,app says prepared kitchen r seriously saying restaurant closes
73,2018-09-30 18:42:44,0,62,185,@zomatocare @ZomatoIN Expected delivery time was 10:39 now it's 12:15 still waiting wen I called  rider he said he is going to his house sounds great,0,False,itsssharath,1046470416561135616,778649685020012548,"['zomatocare', 'ZomatoIN']",149,expected delivery time waiting wen called rider going house sounds great
75,2018-09-30 18:36:18,0,62,185,Never order food through @ZomatoIN Bangalore I ordered from food at 10Pm it's 12 now still waiting the delivery guy says he can't deliver the food he is already near his house great I'm thankful to team @zomatocare for making my family sleep hungry today,0,False,itsssharath,1046468799786975232,778649685020012548,['ZomatoIN'],254,never bangalore waiting delivery guy says delivery already near house great thankful team making family sleep hungry
76,2018-09-30 18:32:30,0,2,91,@zomatocare @Zomato Order details attached😒 https://t.co/I4z9pca2Ap,0,False,Varun151994,1046467840620916737,937528614689554432,"['zomatocare', 'Zomato']",67,attached
80,2018-09-30 18:27:55,0,141,740,@zomatocare can you please arrange a call back for my order issue. I tried customer care but not working.,0,False,IndianPolitic11,1046466688231895042,3016912176,['zomatocare'],105,arrange issue tried customer care working
81,2018-09-30 18:27:27,0,244,456,I reviewed Aliah Restaurant and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/hn1td2UFmW,0,False,MrFoodiekolkata,1046466571269341184,4722150374,['ZomatoIN'],91,reviewed aliah restaurant rated lovefood
83,2018-09-30 18:25:29,14,1459,894,@ZomatoIN's offers the worst customer support...a person can't instantly contact zomato..he needs to chat like kids..@Zomato @zomatocare @consaff @irvpaswan @minmsme @CimGOI @OfficeOfRSP @GoI_MeitY #Shame,1,False,i_m_yuvraj,1046466077071495168,88198510,['ZomatoIN'],204,offers worst customer supporta person instantly contact zomatohe needs kids shame
84,2018-09-30 18:24:34,0,40,329,I reviewed The Branch Cafe and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/nQPeixv2yT,0,False,saurabhgulab,1046465845868736512,406305749,['ZomatoIN'],90,reviewed branch cafe rated lovefood
85,2018-09-30 18:22:59,0,9,60,@zomatocare This is exactly what I am talking about. the least you guys can do is provide a reasonable response to users. Is it too much to ask?,0,False,PramanikSuvam,1046465446797402112,3253416632,['zomatocare'],144,exactly talking least guy reasonable response users ask
86,2018-09-30 18:22:51,0,117,122,@zomatocare @ZomatoIN We'll see. Ur Chat support said the same. But here I am after 48 hours and many many meaningless explanations and promises.,0,False,rithu_94,1046465414782304257,210365371,"['zomatocare', 'ZomatoIN']",145,support many many meaningless explanations promises
87,2018-09-30 18:20:43,0,53,81,Please stop Unnecessary SMSs @ZomatoIN https://t.co/HsZA5JrK5D,0,False,parekhurvish,1046464875482894337,126283604,['ZomatoIN'],62,stop unnecessary smss
90,2018-09-30 18:18:06,0,117,122,"@ZomatoIN @zomatocare Trying 2 get dis resolved fr 48 hrs via chat supprt n stil no useful respnse. Id 1054703962
A guy frm d restaurnt cald n said kitchn is closd so dey cant delivr d ordr n said that dey ll cancel the order. After few hours, i checked the status is delivered https://t.co/7pbQ2yUlK9",0,False,rithu_94,1046464215643389952,210365371,"['ZomatoIN', 'zomatocare']",301,trying dis resolved fr hrs via supprt stil useful respnse guy frm restaurnt cald kitchn closd dey delivr ordr dey cancel status delivery
93,2018-09-30 18:10:59,0,105,430,@bhavz_sanghvi @manisdudani @pankajkanungo @zomatocare @maheshkanungo @vikymehta firstly order got delayed... Than had ordered for Jain food received mix food.. how to trust this kind of service https://t.co/Hk7J47F9yO,5,False,aravsanghvi,1046462427347456002,122638692,"['bhavz_sanghvi', 'manisdudani', 'pankajkanungo', 'zomatocare', 'maheshkanungo', 'vikymehta']",218,firstly delayed jain received mix trust kind service
96,2018-09-30 18:08:03,0,57,351,"@ZomatoIN I ordered a chicken wrap under your BOGO offer but got delivered just ONE. And your chat support isn't that dexterous, that's why I am reaching out to you through twitter.
#unhappycustomer https://t.co/MC9P83df3k",0,False,singh_baleshwar,1046461687698788352,193007295,['ZomatoIN'],222,chicken wrap bogo offer delivery support isnt dexterous reaching twitter unhappycustomer
99,2018-09-30 18:07:06,0,10,21,@ZomatoIN deleted my gold account by mistake.  Can it be recovered?  Have sent a mail but of no help.,0,False,ghelani_raj,1046461448258560000,788691901,['ZomatoIN'],101,deleted gold account mistake recovered sent
0,2019-02-19 22:54:35,0,15,57,"@ZomatoIN @dtptraffic @DelhiPolice I hate zomato i cancel my order but not refund my balance. 
This is fake site so please everyone don't order zomato",0,False,shivam17may,1097992872991744001,726771951016898560,"['ZomatoIN', 'dtptraffic', 'DelhiPolice']",150,hate cancel refund balance fake site everyone
1,2019-02-19 22:51:13,0,15,57,"@ZomatoIN @Zomato This is fake i cancel my order but not refund my balance. 
So i am really hart.. 
I dont use in futures",0,False,shivam17may,1097992027264843776,726771951016898560,"['ZomatoIN', 'Zomato']",121,fake cancel refund balance hart futures
2,2019-02-19 21:55:25,0,1,1,"@zomatocare Baapis bhej diya mene. Rider ko. Ab tum ralh lo paise. Or Apna khana. Banao billion dollar company unhi paise se.
Ek reorder krne k liye kya bol diya, food wastage start ho gaya. Ab kar lo food save. Kr diya waste mene. Happy ordering online from zomato",0,False,MohitKu52881248,1097977983028117505,1096173098599108611,['zomatocare'],265,baapis bhej diya mene rider ko ab tum ralh lo paise apna khana banao billion dollar company unhi paise se ek reorder krne k liye kya bol diya wastage start ho gaya ab kar lo save kr diya waste mene happy online
3,2019-02-19 21:41:30,6,762,607,"The movie #GullyBoy is really inspiring for any Gully boy living in any street of India looking forward to pursue a cereer in the passion he or she believes in.
#RanveerSingh 
@ZomatoIN",0,False,ahry95,1097974482571010048,138773409,[],185,movie gullyguy inspiring gully guy living street india looking forward pursue cereer passion believes ranveersingh
4,2019-02-19 21:35:27,0,1,1,@zomatocare Have a good night.,0,False,MohitKu52881248,1097972960441307137,1096173098599108611,['zomatocare'],30,good night
5,2019-02-19 21:34:46,1,1,1,"@zomatocare @zomatocare you just take care of yoursrlf. And please, apne rider ko kehna ki khana wo khale ni to food wastage ho jayega tum logo ka. Mujhe ni chahiye tumse food, wastage to karuga iss baar chahe paise lg jaye.",0,False,MohitKu52881248,1097972787065561089,1096173098599108611,"['zomatocare', 'zomatocare']",224,care yoursrlf apne rider ko kehna ki khana wo khale ni wastage ho jayega tum logo ka mujhe ni chahiye tumse wastage karuga iss baar chahe paise lg jaye
6,2019-02-19 21:28:50,0,31,337,"@zomatocare I slept hungry because of zomato.
May God bring the same day to zomato and their owners who really don't care about the customer.",0,False,Abhi_kumar_aec,1097971293788479488,106721412,['zomatocare'],141,slept hungry god bring day owners care customer
